Date,Consumption
06-Feb-20,333.334
07-Feb-20,314.521
08-Feb-20,289.886
09-Feb-20,294.056
10-Feb-20,329.869
11-Feb-20,363.553
12-Feb-20,365.092
13-Feb-20,361.384
14-Feb-20,292.319
15-Feb-20,259.983
16-Feb-20,259.751
17-Feb-20,301.263
18-Feb-20,317.764
19-Feb-20,324.93
20-Feb-20,314.155
21-Feb-20,316.23
22-Feb-20,294.303
23-Feb-20,304.257
24-Feb-20,321.359
25-Feb-20,318.576
26-Feb-20,347.98
27-Feb-20,368.46
28-Feb-20,327.857
29-Feb-20,300.799
01-Mar-20,315.842
02-Mar-20,342.494
03-Mar-20,303.188
04-Mar-20,293.266
05-Mar-20,314.643
06-Mar-20,317.159
07-Mar-20,256.278
08-Mar-20,292.204
09-Mar-20,276.727
10-Mar-20,282.409
11-Mar-20,235.218
12-Mar-20,280.433
13-Mar-20,311.76
14-Mar-20,249.315
15-Mar-20,267.341
16-Mar-20,260.114
17-Mar-20,241.886
18-Mar-20,240.444
19-Mar-20,248.911
20-Mar-20,282.405
21-Mar-20,290.358
22-Mar-20,289.273
23-Mar-20,311.263
24-Mar-20,287.741
25-Mar-20,272.107
26-Mar-20,271.665
27-Mar-20,237.171
28-Mar-20,229.744
29-Mar-20,297.636
30-Mar-20,323.811
31-Mar-20,277.821
